asn,network_type,network_name
135876,Cable/DSL/ISP,AT Broadband
262532,Cable/DSL/ISP,VAS Freitas Servicos de Internet
203223,Cable/DSL/ISP,Unica Telecomunicazioni
263097,Cable/DSL/ISP,VN INFRAESTRUTURA DE REDES LTDA.
50812,NSP,Axess OnLine SARL
202228,Cable/DSL/ISP,Krzysztof Klaptocz NetService
263834,Cable/DSL/ISP,GESATEL
201376,Route Server,AuvernIX Route Exchange
37700,Route Server,JINX Route Servers
37701,Route Server,CINX Route Servers
37699,Route Server,DINX Route Servers
37663,Non-Profit,CINX Operations/Route Collector
37668,Non-Profit,DINX Operations/Route Collector
132535,Cable/DSL/ISP,Antariksh Broadband and Wireless Solution Pvt. Ltd
201808,Cable/DSL/ISP,Blue Infra
17077,Cable/DSL/ISP,Broadcast Networks
263289,Cable/DSL/ISP,Palmasnet Informatica
202004,Cable/DSL/ISP,GreenLan Fiber sp. z o.o. sp.k.
136230,Cable/DSL/ISP,Stackbit Internet Services Pvt Ltd
32494,Educational/Research,Online Technology Exchange
135023,Cable/DSL/ISP,Maximum Control Limited
135352,Cable/DSL/ISP,The Signal Co. Wireless
13045,Cable/DSL/ISP,htp
266020,Cable/DSL/ISP,Iclick telecom
266508,Cable/DSL/ISP,PONTO WIFI
50782,Cable/DSL/ISP,COSYS DATA
50877,Cable/DSL/ISP,Airbeam
206499,NSP,ONEMANISP NEXT GENERATION
266468,NSP,ACESSANET TELECON
14713,Cable/DSL/ISP,Hosted Backbone
38571,Cable/DSL/ISP,Star Broadband Services (I) Pvt. Ltd.
52617,Cable/DSL/ISP,DIGITAL.COM TELECOMUNICACOES LTDA
328038,Cable/DSL/ISP,Hitec Sure
31857,Cable/DSL/ISP,Ptera
266409,NSP,SECW TELECOM
395478,Cable/DSL/ISP,Rocky Mountain Internet Inc
265378,Cable/DSL/ISP,Orbit Telecomunicações
52191,Cable/DSL/ISP,Saychik Pavlo Evgenovuch
265475,Cable/DSL/ISP,INFOMENCK COMERCIO E SER. DE TELECOMUNICACAO
265639,Cable/DSL/ISP,COBWEB CONECTION SRL (INTER-YA)
48480,Cable/DSL/ISP,AltNet
48646,NSP,Stefan Dunkel
34471,Cable/DSL/ISP,Free Technologies Excom
37521,Cable/DSL/ISP,Internet Solutions Nigeria
43414,NSP,H2B IT Solutions
27979,Cable/DSL/ISP,Stel Chile
135180,Cable/DSL/ISP,Starlings Wireless Communications
29687,Cable/DSL/ISP,Geodim
264580,Cable/DSL/ISP,NETLI TELECOMUNICAÇÕES LTDA - ME
133989,Cable/DSL/ISP,SBR Telecom
49223,Cable/DSL/ISP,"""Everest"" Broadcasting Company"
327907,NSP,Session Telecoms(PTY)
48408,NSP,Localitel
395309,NSP,Reenigne
28252,NSP,WorldNet Telecom
37302,Cable/DSL/ISP,Dube TradePort
134858,Cable/DSL/ISP,iForce Networks
132572,Cable/DSL/ISP,Fasthook Networks Pvt Ltd
262928,Cable/DSL/ISP,DIRECTV LATAM - VRIO (CO)
133613,Cable/DSL/ISP,MTel telecommunication company
44749,Cable/DSL/ISP,Pinnacom
134674,NSP,TATA PLAY FIBER
47217,Cable/DSL/ISP,Planetel
58725,Cable/DSL/ISP,ZYE TELECOM
263026,Cable/DSL/ISP,IBLNET Internet Banda Larga
327922,Cable/DSL/ISP,iSPOT
132365,Educational/Research,Bangladesh Agricultural University (BAU)
26210,Cable/DSL/ISP,AXS BOLIVIA
203136,Cable/DSL/ISP,Ordunet
135861,Cable/DSL/ISP,Explore World Infranet
395466,Cable/DSL/ISP,Global Net
45209,Educational/Research,University of the Philippines Los Banos
263762,Cable/DSL/ISP,COOPERATIVA DE ELECTRIFICACIÓN RURAL DE GUANACASTE
8361,Content,Ubisoft France
55743,Content,Ubisoft Hong Kong
19711,Cable/DSL/ISP,Swaziland PTC
135863,Cable/DSL/ISP,Catla IT and Engg.Co.Pvt.Ltd.
134042,Cable/DSL/ISP,MAHA Mediacom
17931,Cable/DSL/ISP,Netforest
132863,NSP,Megaport
135718,Cable/DSL/ISP,DISHAWAVES INFONET
264517,Cable/DSL/ISP,GM NETWORK TELECOMUNICACOES
53405,Content,Robson Communications Inc.
203779,NSP,Nordfiber
200561,NSP,Broadsoft Germany GmbH
136001,NSP,Christie Networks
60255,Cable/DSL/ISP,Internetty Ltd
204141,Non-Profit,K-Net
133593,Cable/DSL/ISP,VIZAG BROADCASTING COMPANY
202050,NSP,STIMO.NET Sp. z o.o.
135223,Cable/DSL/ISP,Netway Internet Pvt Ltd
266080,Cable/DSL/ISP,CMA MULTIMIDIA TELECOMUNICACAOES
204092,Non-Profit,GRIFON
265496,Cable/DSL/ISP,MAIQVOX TELECOM
132976,Cable/DSL/ISP,Kings Broadband
61797,Enterprise,CHECK-UP NET TELECOM
55077,Cable/DSL/ISP,"LightSpeed Technologies, LLC"
135425,Cable/DSL/ISP,Caznet Pty Ltd
133648,Cable/DSL/ISP,MNR Broadband Services
134375,Cable/DSL/ISP,Fusionnet Web Services
28681,Route Server,KM-IX Route Servers
48777,Non-Profit,DARC
201702,Content,skHosting.eu s.r.o.
45235,Cable/DSL/ISP,GEOCITY NETWORK SOLUTIONS
23682,NSP,Broadband Pacenet India Pvt. LTD
6718,NSP,NAV Communications
263347,Cable/DSL/ISP,CEDNET PROVEDOR DE INTERNET
61587,Cable/DSL/ISP,C. HOKI DA COSTA
52559,NSP,Novatec Telecom
131477,Enterprise,PSC AS131477
64074,Cable/DSL/ISP,Alpha Broadway System
36974,Cable/DSL/ISP,MTN Cote d'Ivoire
55769,NSP,SEATEL(CAMBODIA)
52091,NSP,LEVEL-MSK Ltd
202140,NSP,DIRECT INFO SERVICE
49697,Educational/Research,Joey-Network
44869,Cable/DSL/ISP,Fibia
52602,Cable/DSL/ISP,SKORPION SISTEMA DE TELECOMUNICAÇÕES
134707,Cable/DSL/ISP,RoyalCable
52051,NSP,Opteamax Infrastructure
265144,NSP,MCD INFORMATICA E TELECOMUNICACOES
200064,Cable/DSL/ISP,Red digital de telecomunicaciones de las islas baleares
9085,Cable/DSL/ISP,SUPERMEDIA
202114,Enterprise,blueskysystems
46019,Educational/Research,Universitas Brawijaya
64302,Educational/Research,IDREN
37684,Content,Angani
4758,Non-Profit,National Informatics Centre India
9885,Educational/Research,NKN Internet Gateway
12618,NSP,MAN Bydgoszcz COM
29667,NSP,Atlantis Net
265234,Cable/DSL/ISP,N-MULTIMIDIA TELECOMUNICACOES
46606,Content,"Endurance International Group, Inc"
265692,Cable/DSL/ISP,FIBRAS OPTICAS DEL OESTE
58655,Cable/DSL/ISP,SkyTel Communications Limited
132894,Cable/DSL/ISP,Sigma Internet Service
199484,Content,SAGLAYICI Teknoloji Bilisim Yayincilik Hiz. Ticaret
25509,Cable/DSL/ISP,Hringiðan ehf.
43431,Route Server,RO-IX RouteServers
207176,Cable/DSL/ISP,OpenFiber NL
32035,Cable/DSL/ISP,NetFortris
135126,Cable/DSL/ISP,Occom
36920,Cable/DSL/ISP,KKON Technologies
264921,Cable/DSL/ISP,LASER PROVEDOR DE INTERNET LTDA - ME
263357,Cable/DSL/ISP,Hot Wave Comercio e Servico de Telecomunicacoes Lt
57219,Cable/DSL/ISP,Multinet Sp. z o.o.
29571,Cable/DSL/ISP,Orange Cote d'Ivoire
32490,Cable/DSL/ISP,SC Broadband
266498,Cable/DSL/ISP,UNIVERSO TECNOLOGIA LTDA
263903,NSP,INFORBARRA TELECOM
24745,Route Server,BALCAN-IX Route Servers
264129,Cable/DSL/ISP,Flip Networks
263103,NSP,VivaNet Informatica - LTDA
23679,Cable/DSL/ISP,Media Antar Nusa
266165,Cable/DSL/ISP,Nwire Telecom
12486,Network Services,TeleYemen
134942,Cable/DSL/ISP,Ashok Secure Broadband Network
135809,Cable/DSL/ISP,Sanjeevan Networks Services Pvt Ltd
206073,Cable/DSL/ISP,3MUSK
12897,Cable/DSL/ISP,ENTEGA Medianet
29505,Cable/DSL/ISP,Stadtwerke Lübeck
39063,Educational/Research,Leitwert
49830,Cable/DSL/ISP,Goldlink
51028,NSP,Zummer
60280,NSP,Республиканское унитарное предприятие «Национальный центр обмена трафиком»
196610,Educational/Research,DE-CIX Academy Educational Network
197071,NSP,active-servers.com
135423,Cable/DSL/ISP,Total Information Management
197307,Cable/DSL/ISP,Core4Net
37340,Cable/DSL/ISP,Spectranet AS37340
43588,Content,iHost
263920,Cable/DSL/ISP,MAST TELECOMUNICACOES E INFORMATICA
134316,Cable/DSL/ISP,IAXN TELECOM
266178,Cable/DSL/ISP,C2M SERVIOS DE INFORMTICA E TELECOMUNICAES
131210,Cable/DSL/ISP,Yashash Cable Network Pvt Ltd
266374,Cable/DSL/ISP,Ponte Digital
266445,Cable/DSL/ISP,SEA TELECOM AS266445
262770,Cable/DSL/ISP,Heliodora Online
63830,Route Server,NZIX Route Servers
52547,Cable/DSL/ISP,Primatec MT
205970,Educational/Research,OpenBGPD Research
327814,NSP,Ecoband
265271,Cable/DSL/ISP,PLAYBOX INFORMATICA LTDA - ME
132004,Cable/DSL/ISP,Touch Net India
44384,Cable/DSL/ISP,Crossan CableComm Ltd
6503,Cable/DSL/ISP,"Axtel, S.A.B. de C.V."
265300,Cable/DSL/ISP,Regional Telecom
395662,NSP,"OzarksGo, LLC"
61826,Cable/DSL/ISP,Nexthop Informatica
266475,NSP,SEM FRONTEIRAS TELECOMUNICAÇÕES
61754,Cable/DSL/ISP,I3 TELECOMUNICACOES - EIRELI
264485,Cable/DSL/ISP,Mariana Coelho Barra
263877,Cable/DSL/ISP,REDE BANDA LARGA
266211,Cable/DSL/ISP,J. TEIXEIRA DOS SANTOS - ME
40181,Cable/DSL/ISP,"Elite Systems, LLC"
136300,Cable/DSL/ISP,Tgn Networks Private Limited
265330,NSP,Ponto a Ponto Telecom do Brasil
28656,NSP,Blink Telecom
263961,NSP,M. ANTONIO OLIVEIRA LIMA
30988,NSP,Dimension Data Nigeria
52747,Cable/DSL/ISP,Wsp Servios de Telecomunicaes
38442,Cable/DSL/ISP,Vodafone Fiji
262167,Enterprise,REDcol
265188,NSP,WCM INTERNET
206548,Content,ZCOM.cz s.r.o.
266135,Cable/DSL/ISP,SPACE TELECOM
135031,Cable/DSL/ISP,RI Networks
264063,Cable/DSL/ISP,IMA TELECOM
54816,Cable/DSL/ISP,Spring City Cable
263143,Cable/DSL/ISP,House Net
262514,Cable/DSL/ISP,Blink Telecom AS262514
26523,Government,Province of New Brunswick PNB
264983,Cable/DSL/ISP,Conecta Soluções
263487,Cable/DSL/ISP,Giganet Comunicaes Multimidia Ltda
327900,Cable/DSL/ISP,Simply Computers Tanzania Ltd
63457,NSP,Empire District Industries
266202,Cable/DSL/ISP,CROHMA SOLUCOES
4622,Educational/Research,IDNIC AS4622
266166,Cable/DSL/ISP,GLOBALNET SERVICOS E INFORMATICA
12555,Content,IMAQLIQ
39566,Content,Smarthost
44692,Cable/DSL/ISP,Domtel Telecom
202945,Non-Profit,Benjamin Collet
204373,Cable/DSL/ISP,Polineo Sp. z o.o.
56740,NSP,DataHata
38712,NSP,Telnet Communication Limited
53086,Cable/DSL/ISP,OAI
29283,Cable/DSL/ISP,Hub One SA
4767,Educational/Research,Asian Institute of Technology
28103,Cable/DSL/ISP,TEISA
264119,NSP,UBA CONECT TELECOM
2716,Educational/Research,Universidade Federal do Rio Grande do Sul
202761,Cable/DSL/ISP,Micro Servizi
17488,Cable/DSL/ISP,Hathway IP Over Cable Internet
29423,Content,gridscale
263411,Cable/DSL/ISP,ONIX TELECOM
135371,Cable/DSL/ISP,Fortune International Ltd.
132296,Cable/DSL/ISP,Seven Star Digital Network
263625,NSP,NEW TELECOM
39777,Cable/DSL/ISP,Dynamic Distribution
58430,NSP,TCC Technology
17887,Cable/DSL/ISP,TCC Technology/ISP
396158,NSP,HostCircle Inc.
262208,Cable/DSL/ISP,VILLENEUVE GROUP SA
134663,Cable/DSL/ISP,I-WEB
135735,Cable/DSL/ISP,Vilite Multimedia
265356,Cable/DSL/ISP,NETPLANETY INFOTELECOM LTDA ME
266196,NSP,BRASCOM SOLUCOES E TECNOLOGIA LTDA ME
266201,Cable/DSL/ISP,RNV CORP
266610,Network Services,G3 TELECOMUNICACOES GLOBAL
18254,Content,KLAYER LLC
396303,Non-Profit,Nato Internet Service (Experimental)
3233,Educational/Research,Institutul National de Cercetare-Dezvoltare in informatica - ICI Bucuresti
50326,Cable/DSL/ISP,INTERNET PROTOCOL TELECOM LTD
23872,Cable/DSL/ISP,delDSL Internet
265662,Cable/DSL/ISP,TLINK SpA
15146,Cable/DSL/ISP,Cable Bahamas
7794,Cable/DSL/ISP,Execulink Telecom
31633,Cable/DSL/ISP,Lan-Telecom
43320,Cable/DSL/ISP,VKTelekom
48648,Cable/DSL/ISP,K-Link AS48648
135826,Cable/DSL/ISP,Syntego Technologies India Private Limited
34187,Cable/DSL/ISP,Renome-Service: Joint Multimedia Cable Network
27553,NSP,TelNet Worldwide
53231,NSP,Grupo Host LTDA
395657,Network Services,"Hoplite Industries, Inc."
35667,Content,XSALTO 2
327805,Cable/DSL/ISP,Bundu-NetworX
266652,Cable/DSL/ISP,HARPA NET
328176,Cable/DSL/ISP,ITTX Telecoms
327987,Cable/DSL/ISP,Tech5
266228,Cable/DSL/ISP,ONCABO
264564,Cable/DSL/ISP,VIVA SERVICOS DE COMUNICACAO
136754,Non-Profit,BGP.Exchange - Route Collector
136338,Cable/DSL/ISP,Trivoz Digital Networks
38611,Cable/DSL/ISP,Bendigo Telco
395378,NSP,Fort Rock Data Center
134098,Educational/Research,Licson Internet Service
61586,NSP,PEER2 NETWORKS DO BRASIL
262475,Content,TIVIT Synapsis
199995,NSP,Omega Telecom
197033,Cable/DSL/ISP,KOESIO NETWORKS
266618,Content,MEGA PROVEDOR
262896,Cable/DSL/ISP,SpeedWeb Net Telecomunicacoes
47147,NSP,ANX
266553,Cable/DSL/ISP,MEGA NETWORK TELECOM
266357,Cable/DSL/ISP,ComuNET Internet Banda Larga
9312,Cable/DSL/ISP,xTom Hong Kong
27775,Cable/DSL/ISP,TeleSur Suriname
205697,Content,Alojalia Cloud
61917,Cable/DSL/ISP,LUCARONI TELECOM
265438,Cable/DSL/ISP,UP SOLUÇOES EM TECNOLOGIA
38740,Cable/DSL/ISP,Tashi InfoComm
266039,Cable/DSL/ISP,GROUPOK SERVICOS DE COMUNICACAO LTDA
51341,Enterprise,Gigacom Systems
49037,Cable/DSL/ISP,PG-19
328178,Cable/DSL/ISP,The Computer Hut
266325,NSP,SOURCE CONNECT TELECOMUNICAÇÕES
197637,NSP,ropa carrier solutions
264596,NSP,ALFA TELECOMUNICACOES
42739,NSP,Hawe Telekom
205603,Educational/Research,Wolf Network Lab
39233,Content,BFACE
206011,Cable/DSL/ISP,Freedom Krasnodar
205610,Educational/Research,Huanjie Zhu
327756,NSP,Airtel Chad
264863,Cable/DSL/ISP,New Help Telecomunicaçoes
264200,Cable/DSL/ISP,R DE MELO NEVES CONEX - ME
266181,Cable/DSL/ISP,GOLDEN LINK
56272,Cable/DSL/ISP,Pulse Telesystems
266266,Cable/DSL/ISP,Speed NET Internet Banda Larga
52788,Cable/DSL/ISP,Meganet Telecomunicaçoes e Internet LTDA
135895,NSP,Centorrino Technologies
17766,NSP,Nexon
31034,Content,Aruba
31246,Cable/DSL/ISP,NETBOX
45355,Cable/DSL/ISP,Digicel Fiji
205668,Enterprise,Green Mini host
264022,Cable/DSL/ISP,REDE CONEXAONET
46210,Route Server,YXEIX Route Servers
27628,Educational/Research,Innovation Saskatchewan - IS-SKTN
33922,NSP,Nacionalinis Telekomunikaciju Tinklas
264015,Cable/DSL/ISP,VIAVETORIAL
135705,Cable/DSL/ISP,NAS BROADBAND
24186,NSP,Railtel Corporation Of India
58369,Cable/DSL/ISP,Fiber Networks Indonesia
52372,Cable/DSL/ISP,COOPERATIVA ELECTRICA DE GENERAL DEHEZA LTDA.
3326,Cable/DSL/ISP,Datagroup
264255,Cable/DSL/ISP,Interfibras Telecomunicações
136105,Network Services,Anindisa Komputindo Pratama
52872,Enterprise,VOANET Telecomunicações Ltda.
263968,Cable/DSL/ISP,RAFAEL FARIA FERRAZ ME
13984,NSP,SD Data Center
135844,Cable/DSL/ISP,LightYears Broadband Pvt Ltd
205679,Cable/DSL/ISP,AC Systemy Sp. z o. o.
133647,Cable/DSL/ISP,ELXIRE DATA SERVICES
41441,Route Server,SPEED-IX Route Servers
264294,Cable/DSL/ISP,Ora Servicos de Telecomunicacoes Ltda
9341,NSP,Indonesia Comnets Plus AS9341
9371,Content,SAKURA internet AS9371
36932,Route Server,IXPN Lagos Route Servers
38758,Cable/DSL/ISP,Hipernet Indodata AS38758
53727,Educational/Research,PENGUIN
133865,Content,IQIYI
55176,Route Server,QIX Montreal Route Servers
202197,Educational/Research,OpenLaboratory  Network
136493,NSP,Earth network technology
6849,NSP,Ukrtelecom
328137,Cable/DSL/ISP,Web sQuad Connect
199330,Content,CentralNic Anycast A
13830,Content,PureVoltage Hosting (Nexril)
266143,Cable/DSL/ISP,UP LINK INTERNET BANDA LARGA
134937,Cable/DSL/ISP,Speed Communication
58475,Educational/Research,Universitas Lambung Mangkurat
12732,NSP,Carrier51
13273,Content,Alter Way - OPS
135834,Cable/DSL/ISP,Multicraft Digital Technologies
264498,Cable/DSL/ISP,Netiz Internet
136559,NSP,Omega Networks
22927,Enterprise,Telefonica de Argentina
29134,Content,Webglobe
205892,NSP,NOMICAL
266523,NSP,MVF Telecom
47885,Cable/DSL/ISP,Panda Global
266131,NSP,LINKABR
28255,NSP,West Internet AS28255
53146,Cable/DSL/ISP,R2 Telecom Com. Prod. Inform.
265061,Cable/DSL/ISP,GC Net Provedor
134340,Cable/DSL/ISP,Cloudsky Superfast Broadband & Services
266554,Cable/DSL/ISP,QST Telecom LTDA - ME
43668,Cable/DSL/ISP,AS43668 LLC
52300,Cable/DSL/ISP,Internet Local
135691,Cable/DSL/ISP,cloudlasers broadband
136319,Cable/DSL/ISP,Acebrowse
52000,Content,MIRhosting
15214,Route Server,MorePeering Route Servers
133278,Network Services,Dehradun E-net Solutions
267463,Cable/DSL/ISP,ALL CONECTA INTERNET
61704,Cable/DSL/ISP,Conectiva Telecom
328162,Enterprise,icolo.io
263362,Cable/DSL/ISP,SPEEDNET TELECOM
328214,Cable/DSL/ISP,Bioniq
45269,NSP,Comvergence
265703,Cable/DSL/ISP,AUSTRO INTERNET
264230,Cable/DSL/ISP,INTERSUL TELECOM COMUNICAÇÕES EIRELI ME
26593,Cable/DSL/ISP,Telespazio argentina
264186,Cable/DSL/ISP,AGTNET Comércio e Serviços LTDA
133339,Route Server,CXC Route Servers
263196,Cable/DSL/ISP,Infosport
393524,Cable/DSL/ISP,Rally Networks NC
61941,Cable/DSL/ISP,Enove Internet
47592,Content,ACN Services
136156,Cable/DSL/ISP,FNF Online
9507,NSP,Nexthop
135098,Cable/DSL/ISP,Bright Star Network
264740,Cable/DSL/ISP,Escobar Arnez Marcelino
264459,Cable/DSL/ISP,ALTERNATIVA INTERNET
132961,Cable/DSL/ISP,RGV Akshay communication
133334,Cable/DSL/ISP,DCTV Cable Network Broadband Services
267524,Cable/DSL/ISP,INETWORKS
264929,Cable/DSL/ISP,TECNET
328216,Cable/DSL/ISP,Firestream (Pty) Ltd
131920,Cable/DSL/ISP,WirelessGate
264108,Cable/DSL/ISP,worldnet
42968,Enterprise,KPSI
265036,Cable/DSL/ISP,BMJNET TELECOM
205532,Non-Profit,Dream Recovery
267456,Cable/DSL/ISP,INOVANETCE TELECOM
267460,Cable/DSL/ISP,VIVEZA TELECOM AS267460
265801,Cable/DSL/ISP,Speed Internet Banda Ancha
265972,Content,Donini & Saldanha Telecomunicacoes
263704,Cable/DSL/ISP,Velostar NQN
62744,Network Services,Quintex Alliance Consulting
131769,Cable/DSL/ISP,Mayatama Solusindo
136946,Cable/DSL/ISP,Weebo networks
206347,Cable/DSL/ISP,Wessex Internet
133731,Content,Royal Network Technology
267576,Cable/DSL/ISP,Conet Telecom
12748,Enterprise,IAV
207097,NSP,Online Company
328210,Cable/DSL/ISP,TenacIT Solutions
17017,NSP,campuscolo.com
206471,NSP,Najim Al Iraq Ltd
45707,Cable/DSL/ISP,Prime Link Communication
6262,Educational/Research,CSIRO
263814,Cable/DSL/ISP,COOPERATIVA TELEFONICA DE SERVICIO PUBLICO Y COMUNICACIONES DE VILLA DEL TOTORAL
267575,NSP,Maranet Telecom
21538,Cable/DSL/ISP,IGWAN.NET
262642,Cable/DSL/ISP,NETCELL TELECOM
263530,Cable/DSL/ISP,MICROSOL INFORMATICA LTDA - ME
39489,Non-Profit,INDS
29086,Enterprise,GiTy
203605,Enterprise,Synotio
265760,Cable/DSL/ISP,NETLINK Wireless Internet
136358,Cable/DSL/ISP,Omsai Cable Systems India
18103,Cable/DSL/ISP,Neuviz Net
267563,NSP,Ei Telecom
201730,NSP,DataSpring
264323,Cable/DSL/ISP,OXMAN TECNOLOGIA
263019,Cable/DSL/ISP,QUICKNET TELECOM LTDA EPP
136985,Non-Profit,SkyWth Inc
48507,Cable/DSL/ISP,SibMediaFon
135839,Cable/DSL/ISP,Optical Broadband
41028,Cable/DSL/ISP,CobraNET
38851,Cable/DSL/ISP,TNET Communication
264120,Enterprise,G20 Telecomunicacoes LTDA
265022,Cable/DSL/ISP,VIP RIO TELECOMUNICAÇÕES
266129,Cable/DSL/ISP,LOCALLINK TELECOMUNICAÇÕES LTDA - ME
51326,NSP,W3TEL
266207,NSP,Onitel
44347,Cable/DSL/ISP,SiNT
135697,Cable/DSL/ISP,Tachyon Communications
264827,Cable/DSL/ISP,WIRCOM TELECOMUNICACIONES
42207,Non-Profit,AKOS
131923,Cable/DSL/ISP,MCAT Ltd.
264285,NSP,iFoz Telecom
131219,NSP,ISPL (Indosat Singapore)
9457,Cable/DSL/ISP,DREAMLINE
10111,NSP,Zeofast Network Global
267613,NSP,ELETRONET
136716,Cable/DSL/ISP,APPLE BROADBAND SERVICES
205572,Cable/DSL/ISP,Fibratown
39902,Route Server,meshroom.rs
136626,Cable/DSL/ISP,Arp Infonet
136724,Cable/DSL/ISP,Praction Networks
28099,Cable/DSL/ISP,iHosting Servicios Internet
28007,NSP,Gold Data
264963,Cable/DSL/ISP,LUMIAR TELECOMUNICAÇÔES
205206,Content,Netsite
206946,Educational/Research,AS206946
206740,Educational/Research,uu.org
52771,Cable/DSL/ISP,Giga Byte Prod. e Serv. Inform. Ltda
34422,Content,LPG HC
266414,Cable/DSL/ISP,EXPRESS NETWORK
265886,Cable/DSL/ISP,Universo Digital Telecomunicações
61121,Cable/DSL/ISP,Odintsovo
136323,Cable/DSL/ISP,Ngc Broadband
133311,Cable/DSL/ISP,Maxtech Broadband
393455,Cable/DSL/ISP,Minnesota WiFi
205597,Educational/Research,Christian Frost
265817,Cable/DSL/ISP,Rubén Oscar Mosso (INTERZONA WIFI)
264773,Enterprise,GOZFLY S.A
41802,Cable/DSL/ISP,Kvidex-Telecom
266641,Cable/DSL/ISP,Lavrasnet Servicos de Provedor de Internet Ltda
135646,Educational/Research,Luginbash
202771,Enterprise,Codenmore
133240,Cable/DSL/ISP,WAVETREE NETWORKS
135780,Cable/DSL/ISP,AirFiber Networks
7438,Cable/DSL/ISP,Telefonica Mexico (Movistar)
265858,Cable/DSL/ISP,NETDELSUR TELECOMUNICACIONES
266525,Cable/DSL/ISP,GRUPO VIALUX
135060,Cable/DSL/ISP,Telair
15706,Cable/DSL/ISP,Sudatel Telecom Group
61527,Route Server,PIT Argentina - PIT AR Route Servers
136344,Cable/DSL/ISP,jOKER fiBER
20326,NSP,Teraswitch Inc
266387,Cable/DSL/ISP,World Fast Telecomunicacoes
262463,NSP,TELECOM CORDEIROPOLIS
43009,Enterprise,INFOBIP
51057,Cable/DSL/ISP,nexxtra
267522,Cable/DSL/ISP,GLOBAL BANDA LARGA SERVICOS DE TELECOMUNICACOES
6597,Content,Coloblox Data Centers
60772,Content,Sky Italia AS60772
265056,Cable/DSL/ISP,NSLink Provedor de acesso internet
200799,NSP,SILTEL TELECOMUNICAZIONI SRL
267573,Cable/DSL/ISP,Optical Fiber AS267573
201518,Cable/DSL/ISP,Horizon Telecom
64476,Content,Shadow EU
48822,Cable/DSL/ISP,Universum bit
205058,Educational/Research,Maeeko Internet Laboratory
50023,NSP,Vodat International
266022,Cable/DSL/ISP,G & S INFORNET PROVEDOR DE INTERNET EIRELI
45170,Educational/Research,Nepal Research and Education Network
12161,Enterprise,dao Consulting
35348,Cable/DSL/ISP,Computer Wired
262653,Cable/DSL/ISP,PORTALMAIL INFORMATICA LTDA
201201,NSP,Datalogistics
50446,Content,Datacampus
264301,NSP,LNP SERVICOS DE TELECOMUNICACOES E INFORMATICA
134922,Cable/DSL/ISP,R G TECHNOSOLUTIONS
134176,Cable/DSL/ISP,Rainbow network
31514,Cable/DSL/ISP,Trivon Networks
14397,Content,1st Class Hosting
39753,Non-Profit,Liuxyon
205081,Content,EasyDataHost
136824,Cable/DSL/ISP,Rackh Lintas Asia AS136824
205388,Content,Serverdiscounter
60517,Cable/DSL/ISP,CABLEVISION
266551,Cable/DSL/ISP,CONEXAOBA PROVEDOR DE INTERNET
56349,Cable/DSL/ISP,IP-Net
39801,NSP,France-IX L3 Services
132722,Cable/DSL/ISP,Intellium Technology
267427,NSP,Netbits
136972,Cable/DSL/ISP,Gigafy
135420,Cable/DSL/ISP,Media Online
45667,Cable/DSL/ISP,TCC Technology / IX Domestic Only
44682,Cable/DSL/ISP,TFIBER
11269,Cable/DSL/ISP,LinkBermuda
264293,Cable/DSL/ISP,Smart Solucoes em Telecomunicacoes
135553,NSP,VC Telecoms Sdn. Bhd.
136276,Cable/DSL/ISP,EIRTEL Services
136861,Cable/DSL/ISP,ARTAMEDIA CITRA TELEMATIKA INDONESIA
57910,Cable/DSL/ISP,Soluciones Corporativas IP (SCIP)
41736,Cable/DSL/ISP,Nova Networks
205996,NSP,Interfiber
20510,Cable/DSL/ISP,Nexum Hungary
266260,Cable/DSL/ISP,ITOP TELECOM
396503,Cable/DSL/ISP,WestConnect Communications
57103,Cable/DSL/ISP,Voxity
263458,Cable/DSL/ISP,Itrix Internet Inteligente
267024,Cable/DSL/ISP,UltranetRS
267020,Cable/DSL/ISP,VS TELECOM
50069,Content,Misaka.io AnyCast DNS Network
57578,Content,"Misaka Network, Inc. (CIS)"
262571,Cable/DSL/ISP,SM Networks
135845,Cable/DSL/ISP,Krishiinet Infocom
202829,Cable/DSL/ISP,Wifi Sancti Petri
204936,Network Services,HT2
263248,Cable/DSL/ISP,GCI Service Provider
21211,Cable/DSL/ISP,Penkiu kontinentu komunikaciju centras
136917,Cable/DSL/ISP,IFRA ENTERPRISE
52499,Non-Profit,MegaLink IXP
135872,Cable/DSL/ISP,GTPL KCBPL BROADBAND
137098,Cable/DSL/ISP,Delix Net Solution
52680,NSP,BLZNET SERVICOS DE INTERNET
137048,Cable/DSL/ISP,X-Link
28142,Cable/DSL/ISP,DIGITAL DESIGN SERVIÇOS DE TELECOMUNICAÇÕES
32233,Cable/DSL/ISP,Eastlink (Western)
265980,Cable/DSL/ISP,FIBRA PARA O LAR TELECOMUNICACOES
266534,Cable/DSL/ISP,Azecom Telecomunicacoes
52766,Cable/DSL/ISP,M3GANET TELECOMUNICACOES
264923,Cable/DSL/ISP,JUNIOR E BRUNO PECAS E SERVICOS EM INFORMATICA LTDA - ME
262470,Cable/DSL/ISP,Pontenet Teleinformática
59440,Cable/DSL/ISP,LightPort
39862,Enterprise,DIGICOM
264948,Cable/DSL/ISP,KONECTIVA TELECOM
55821,NSP,Radius Telecoms Inc.
264054,Cable/DSL/ISP,FALCON COMUNICAÇÕES E INFORMATICA
206356,Non-Profit,Freifunk Essen e.V.
