asn,network_type,network_name
14234,NSP,Zonamerica
43388,Cable/DSL/ISP,SC AIRBITES SRL
20161,Cable/DSL/ISP,TeraGo Networks Inc.
24167,Educational/Research,ASGCNET
9143,Cable/DSL/ISP,Vodafone-Ziggo
14970,Route Server,NAP Colombia
15003,Content,LeaseWeb USA
6459,NSP,GTT Communications (AS6459)
28338,Cable/DSL/ISP,Ufinet Brasil RJ
44066,NSP,firstcolo
3737,Cable/DSL/ISP,PenTeleData
8657,NSP,MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA AS8657
9050,NSP,Orange Romania S.A. (AS9050)
8732,NSP,COMCOR
8047,NSP,General Communications Incorp
12025,NSP,Iron Mountain Data Centers (fka IO Data Centers)
14989,Cable/DSL/ISP,Broadview Networks
26935,NSP,Wholesail Networks - legacy Noel
14585,NSP,"CIFNet, Inc."
15782,Cable/DSL/ISP,Perspektiv Bredband AB
2514,NSP,NTT PC Communications (InfoSphere)
7738,NSP,Vtal 7738
1213,Educational/Research,HEAnet
8689,Cable/DSL/ISP,Powernet
4826,NSP,Vocus Communications
36944,Educational/Research,UbuntuNet
16773,Content,Big Fish Games
7992,Cable/DSL/ISP,Cogeco Cable Canada
19740,NSP,LinkSecured Networks
18126,Cable/DSL/ISP,"Chubu Telecommunications Co.,Inc. (ctc)"
31641,NSP,Atlas Communications (NI) Ltd.
40495,Content,"Marchex, Inc"
2544,Government,King County I-NET
31727,Cable/DSL/ISP,Node4 Ltd
28917,NSP,FIORD
29076,NSP,Filanco AS29076
35320,NSP,ETT
6903,Content,Zenon N.S.P.
40604,NSP,N2N Technologies
34764,Content,Funke Internet Services
44146,NSP,Star-Hosting e.K.
13105,NSP,Lukoil Inform
35283,NSP,NETWORTH TELECOM
13489,Cable/DSL/ISP,TigoUne
20632,Cable/DSL/ISP,North-West branch of PJSC Megafon
35184,Cable/DSL/ISP,IC Telecom
36388,Content,SIGNAL TELECOM
47138,NSP,PLANinterNET GmbH
8402,Cable/DSL/ISP,Corbina Telecom
26790,Cable/DSL/ISP,Rogers ACI
13238,Content,Yandex
1764,NSP,next layer
12360,Cable/DSL/ISP,KEVAG Telekom GmbH
8788,Cable/DSL/ISP,Adamant
41230,NSP,ASK4 Ltd
3267,Educational/Research,RUNNet
29611,NSP,Elite Limited
22356,NSP,Durand do Brasil
44444,NSP,Forcepoint Cloud
24940,Content,Hetzner Online
38321,Enterprise,DOCOMO interTouch Pte. Ltd.
6779,Cable/DSL/ISP,Fujitsu Services
47207,NSP,Digital Residence B.V.
27924,Cable/DSL/ISP,Amplia
6473,Content,Vidillion Inc
2611,Educational/Research,BELNET
30340,Content,TierPoint Spokane
5577,NSP,root S.A.
21221,Cable/DSL/ISP,Infopact Netwerk & Communicatie
21476,Content,all-connect Data Communications GmbH
15879,NSP,KPN Internedservices
23930,NSP,"IP Converge Data Services, Inc."
34816,Enterprise,AEG Europe
21385,NSP,Trusted Network GmbH
25384,NSP,IBM Denmark
15463,NSP,Network-i
6083,Cable/DSL/ISP,Posix Systems
8513,NSP,SkyVision Global Networks
12574,Content,http.net Internet GmbH
4795,NSP,Indosat Mega Media
25229,Cable/DSL/ISP,Volia
47447,Content,23M GmbH
47316,Enterprise,Nova Networks EU
29449,NSP,ip telecom
47473,Cable/DSL/ISP,Ruzzo Reti S.p.a.
35833,NSP,mpex GmbH
4250,NSP,Alentus Corporation
35053,Content,PHADE Software - PowerWeb
12301,NSP,Invitech
12130,Enterprise,Bandwidth
3561,NSP,Lumen AS3561
34144,Content,EUSIP bvba Rack66
35332,Cable/DSL/ISP,DataWeb B.V.
12969,NSP,Vodafone Iceland
47880,Content,New Media Labs S.r.l.
20886,Cable/DSL/ISP,bn:t Blatzheim Networks Telecom
24203,NSP,XL Axiata AS24203
8092,Cable/DSL/ISP,Ygnition Networks
12041,Content,Afilias
6435,Cable/DSL/ISP,LavaNet
4800,NSP,Lintasarta
21640,Content,Divo Networks
12552,NSP,GlobalConnect AS12552
2711,NSP,Spirit Communications
33965,Cable/DSL/ISP,Litecom AG
16810,Cable/DSL/ISP,Cavalier Telephone
41420,NSP,Xentech
41552,Content,Adevinta
9269,Cable/DSL/ISP,Hong Kong Broadband Network LTD
10759,NSP,Infraswitch
17435,Cable/DSL/ISP,WorldxChange Communications Ltd
13284,Cable/DSL/ISP,Brain Technology SpA - Playnet
33920,Enterprise,(aq) networks
41887,NSP,Prolocation
38809,NSP,Vocus EG&W
55818,Network Services,Matrix Cable International Exchange (MCIX)
34912,NSP,Interfusion Networks
48052,Content,MIG Investments SA
47195,Content,Gameforge 4D GmbH
9498,NSP,Bharti Airtel Limited
33011,Content,Box
31898,Content,Oracle Cloud Infrastructure
43355,NSP,UPL TELECOM
28929,Cable/DSL/ISP,ASDASD srl
44514,Cable/DSL/ISP,INOTEL S.A.
27400,Cable/DSL/ISP,Clearfly Communications
15925,Cable/DSL/ISP,nexiu GmbH
6900,Cable/DSL/ISP,Hewlett-Packard GmbH
40823,Cable/DSL/ISP,Route Sense Corporation
11051,Content,Cyberverse
4775,NSP,Globe Telecom
19607,NSP,Sharedband Technologies
8343,NSP,JSC DORIS
39704,Cable/DSL/ISP,CJ2 Hosting
42585,Content,Networking4all B.V.
13135,NSP,Wieske's Crew GmbH
15435,Cable/DSL/ISP,DELTA Fiber - AS15435
22556,Enterprise,Blackboard
34568,Content,ConnectingBytes GmbH
24973,Content,Kontent GmbH
42184,NSP,TKRZ Stadtwerke
11814,Cable/DSL/ISP,Distributel Communications Limited
32592,NSP,"Hunt Telecommunications, LLC"
46130,Content,Positive Internet USA
13249,NSP,IT Systems(UA)
8648,Cable/DSL/ISP,KAMP Netzwerkdienste GmbH
9033,Route Server,MegaIX Germany Route Servers
34848,NSP,Comendo A/S
6661,Cable/DSL/ISP,Post Group Luxembourg
46489,Content,Amazon IVS
44919,NSP,AtrilA
20093,Content,ZeroLag Communications
11266,Content,"SmugMug, Inc."
4927,Cable/DSL/ISP,Impulse Internet Services
34177,Cable/DSL/ISP,CELESTE
8820,Content,TAL.DE
5726,Cable/DSL/ISP,"InterWorld Communications, Inc."
8723,NSP,Integra
855,Cable/DSL/ISP,Bell Aliant Inc.
13692,Cable/DSL/ISP,Douglas Fast Net
49190,NSP,X-COM Partners
25473,NSP,SYSteam Nat AB
48173,Content,The unbelievable Machine Company
33941,Cable/DSL/ISP,Gconnect
12329,NSP,Glasfaser Ruhr
47617,Cable/DSL/ISP,Wagner AG
23171,Educational/Research,Manhattan College
16210,Cable/DSL/ISP,WIIT AS16210
35579,Cable/DSL/ISP,Kelag-Connect
36167,Content,Netriplex LLC
24586,Content,Intermax Cloudsourcing B.V.
41644,Cable/DSL/ISP,Emisfera Società Cooperativa
23677,NSP,Link Innovations Pty. Ltd.
30041,Cable/DSL/ISP,Race Telecommunications
28760,Cable/DSL/ISP,Infotech EDV-Systeme GmbH
39944,Content,3U Telecom Inc
9443,Cable/DSL/ISP,Vocus Retail Australia
8681,NSP,JT
32881,Cable/DSL/ISP,Server North Inc.
25466,NSP,Lidero Network AB
30708,NSP,RAAPID Technical
24218,NSP,Global Transit Communications
34224,NSP,Neterra
24129,Cable/DSL/ISP,OfficeLink+
12348,NSP,ODN OnlineDienst Nordbayern GmbH & Co. KG
47443,Cable/DSL/ISP,Velocity1
21513,Cable/DSL/ISP,Epik Networks
46177,Enterprise,"SimpleCDN Technologies, Inc."
9150,Cable/DSL/ISP,Interconnect Services BV
39392,Content,SH.cz
25260,Content,QualityHosting AG
8744,NSP,JSC Start Telecom
48285,Content,robtex
22781,Cable/DSL/ISP,Black Oak Computers Inc
44259,NSP,TransQuality
50857,Cable/DSL/ISP,Citymesh - Mac Telecom
18104,NSP,WCG
13871,Cable/DSL/ISP,Telebyte NW
25668,NSP,AEBC Internet Corp.
20712,Cable/DSL/ISP,Andrews & Arnold Ltd
21013,NSP,eww ag / ITandTEL
10098,NSP,Towngas Telecommunications Fixed Network Limited
25976,Enterprise,Metrobridge Networks Inc.
14007,Cable/DSL/ISP,Skyway West Business Internet Services
46786,NSP,"IP Transit, Inc."
40426,Content,TSS-Inactive
29965,NSP,Everquick Internet
3255,NSP,UARNet
31078,NSP,ase-network
12676,NSP,HKN GmbH
45430,Cable/DSL/ISP,Advanced Wireless Network Co. Ltd.(IIG)
15743,Content,net.DE AG
668,Educational/Research,DREN
44581,Cable/DSL/ISP,AllTele Allmanna Svenska Telefonaktiebolaget
38310,Cable/DSL/ISP,iCan Solutions Pvt. Ltd.
43708,Cable/DSL/ISP,IJC
24971,Content,MasterDC
41960,NSP,Nextpertise
15399,Cable/DSL/ISP,Wananchi Group
47172,Content,Greenhost
29028,Content,DirectVPS
15247,Cable/DSL/ISP,Radiant Communications
17498,Cable/DSL/ISP,Superloop (Cinenet)
34108,Cable/DSL/ISP,Breedband Delft
26554,NSP,US Signal
25795,NSP,"ARP Networks, Inc."
36446,Content,"OCOSA Communication, LLC"
12519,NSP,Fastnet
20115,Cable/DSL/ISP,Charter Communications
47841,Content,Oxalide
27325,Content,Corenap
48564,Cable/DSL/ISP,Dstny A/S
44133,NSP,IPAX Internet Services
2515,Non-Profit,JPNIC
47215,NSP,Filoo GmbH
33132,NSP,Fibernet Direct
42005,NSP,LightStorm Communications s.r.o.
18059,NSP,DTPNet
4787,Cable/DSL/ISP,CBN Internet
31712,NSP,Gigastream plc
9290,Content,GoHosting Pty Ltd
11995,Educational/Research,Oregon Health and Sciences University
4844,Cable/DSL/ISP,SuperInternet ACCESS Pte Ltd
21788,Content,"BurstNET Technologies, Inc."
8893,NSP,Artfiles New Media
10745,Non-Profit,ARIN
46337,Cable/DSL/ISP,High Density Networks
25818,NSP,CMC Networks
30373,Cable/DSL/ISP,Business Only Broadband
26788,NSP,Rogers Communications Canada
803,Cable/DSL/ISP,Saskatchewan Telecommunications
19527,Content,Google LLC AS19527
12693,NSP,e.discom Telekommunikation GmbH
39651,Cable/DSL/ISP,Com Hem AB
45896,NSP,MobiFone Global and Technology Jsc
27647,Content,Weebly
31972,Content,Emagine Concept
35742,Content,Qbrick AB
15716,Content,Adfinis
48835,NSP,feroNet IT Services
9327,Educational/Research,Hopcount Limited
2519,NSP,ARTERIA Networks Corporation (Vectant)
4651,NSP,NT(CAT) IIG
16316,Enterprise,TMT GmbH & Co. KG
43843,Cable/DSL/ISP,BrianTel
17579,Educational/Research,Korea Institute of Science and Technology Information
20899,Content,Trade Haven GmbH
11190,Cable/DSL/ISP,"Silicon Connections, LLC"
8374,Cable/DSL/ISP,Polkomtel
22957,Content,NinjaTrader LLC
15772,NSP,Wnet
2116,Cable/DSL/ISP,GlobalConnect AS2116
42369,NSP,CORESYSTEM
47344,Content,Hyves
31555,NSP,Montpellier Internet Telecom Datacenter
9924,NSP,Taiwan Fixed Network
2518,NSP,BIGLOBE Inc.
34523,NSP,Webroot Services
34594,Cable/DSL/ISP,Optima telekom
11403,NSP,NYI
42416,NSP,Comnet International
29266,Content,DR / Danish Broadcasting Corporation
20483,Cable/DSL/ISP,Eurocom LLC
8251,Non-Profit,"NFX, z.s.p.o. (FreeTel, s.r.o.)"
23308,Cable/DSL/ISP,"Utility Telephone, Inc."
23967,Content,"Produce on Demand,Inc."
39301,Cable/DSL/ISP,Televork
47999,Content,Verint Systems UK Ltd
4773,Cable/DSL/ISP,M1 Limited
48200,NSP,Opteamax GmbH
9563,Cable/DSL/ISP,Apex Internet
18106,NSP,ViewQwest
25720,Content,Honeycomb Internet Services
16531,NSP,Protel i-Next
16371,Content,Acens Technologies
14866,Cable/DSL/ISP,Voi Networks Inc
15994,Cable/DSL/ISP,A1 Hrvatska
8608,Cable/DSL/ISP,EspritTelecom
20815,Cable/DSL/ISP,GRN Serveis Telematics
43573,Content,MEDIACTIVE NETWORK US
45037,Content,Hispaweb Network
7475,Educational/Research,The University of Queensland
29141,Content,Bradler & Krantz GmbH & Co. KG
39449,Cable/DSL/ISP,Fastcom Broadband Ltd
49432,NSP,schallert.com e.U.
2527,NSP,Sony Network Communications
47872,NSP,Sofia Connect
35584,Cable/DSL/ISP,Millennium IT
12389,NSP,Rostelecom
7296,Content,"Alchemy Communications, Inc."
5580,NSP,GTT Communications (AS5580)
7545,NSP,TPG Telecom
32016,NSP,"World Communications, Inc."
17895,Cable/DSL/ISP,Globalreach
47480,Content,Blue Tiger Solutions
44134,Cable/DSL/ISP,BOLIG∙NET A/S
7595,Content,ReadySpace (SG)
17477,Cable/DSL/ISP,Macquarie Telecom
9167,Cable/DSL/ISP,Siminn Danmark A/S
34772,NSP,Neotel
44946,Content,Dembach Goo Informatik GmbH & Co KG
12615,Cable/DSL/ISP,Global Communication Net AD
26888,Cable/DSL/ISP,U.P. Logon
8664,Educational/Research,"University of Warsaw, ICM"
31242,NSP,3S S.A.
29512,Cable/DSL/ISP,TVK Elżbieta Zjawiona
8553,NSP,Avensys Networks Ltd
8535,Enterprise,Agora
25192,NSP,"CZ.NIC, z.s.p.o."
43939,Cable/DSL/ISP,Interntia Sp. z o.o.
43407,Content,INFOnline GmbH
25700,NSP,Swift Communications
23947,NSP,Moratel International - Global (NAP)
30063,Content,"Dedico, LLC"
2107,Educational/Research,Arnes
25310,Cable/DSL/ISP,Vodafone (Access Network UK)
14717,Cable/DSL/ISP,Eze Castle Integration (ECINET)
32880,NSP,Smoothstone/West IP Communications
46484,Content,McAfee
14824,Content,"Zynga Game Network, Inc."
25649,NSP,Ayera Technologies
12703,NSP,Pulsant
46195,Cable/DSL/ISP,"Activo, Inc"
36737,Content,"Searchme, Inc"
48961,Cable/DSL/ISP,Warwicknet
8676,Content,PRT Systems Ltd
8491,NSP,Business Svyaz Holding
34803,Cable/DSL/ISP,Broadband Gibraltar Ltd
8902,Cable/DSL/ISP,Internet For Business Ltd
13868,Cable/DSL/ISP,Peak Internet
6295,Enterprise,"Lunavi, Inc."
30361,Enterprise,"Swiftwill, Inc."
47490,Content,TuxBox
10674,Cable/DSL/ISP,GRUCom
30971,Enterprise,nic.at
23473,Cable/DSL/ISP,Pavlov Media
31252,Cable/DSL/ISP,StarNet Moldova
26163,NSP,Datagram
39591,NSP,Global-e Datacenter
25433,Cable/DSL/ISP,HenZ.nl
21724,Cable/DSL/ISP,Radiant Communications Toronto
44980,Non-Profit,as44980
14282,Cable/DSL/ISP,PERSIS TELECOM
17151,Content,Vonage
35574,Cable/DSL/ISP,IGT Lottery
5578,NSP,SWAN / exBENESTRA
8309,NSP,Sipartech
9008,Cable/DSL/ISP,Visual Online S.A.
49489,Cable/DSL/ISP,ClearMedia
31474,Content,MTV Networks Europe
24796,Non-Profit,Namex Services
31653,Content,"Filnet Serveis i Comunicacions, S.L."
35415,Content,Webzilla EU
10021,NSP,Colt Technology Asia
11664,Cable/DSL/ISP,CLARO ARGENTINA
34762,Content,Combell
38322,Cable/DSL/ISP,Packet-One Networks
34659,NSP,KEYYO SA
39905,Content,Emailvision
20485,NSP,TransTelecom
2860,Network Services,NOS
22964,Content,ISP Telecom Inc
43350,NSP,NFOrce Internet Services :: 43350
46609,Content,HL HOSTING LOGISTIC INC
4818,Cable/DSL/ISP,DiGi Telecommunications Malaysia
7506,Content,"GMO Internet, Inc."
35717,Content,L'Odyssee Interactive Jeuxvideo.com
45668,NSP,AIMS Data Centre Sdn Bhd
36423,Cable/DSL/ISP,Onelink Communications
6181,Cable/DSL/ISP,Cincinnati Bell Telephone
33130,Cable/DSL/ISP,Internet Access Solutions Ltd.
20225,NSP,TelJet Longhaul
48514,Educational/Research,Stiftelsen Chalmers Studenthem
42669,Cable/DSL/ISP,MegaWeb
38478,NSP,SunnyVision Limited
8339,Cable/DSL/ISP,Kabelplus GmbH
20953,Content,info.nl
19528,NSP,DataBridge Sites
4711,NSP,Intec
21336,Cable/DSL/ISP,INFORENT GmbH
42605,Enterprise,Radiodata
46656,Content,MeetMe
31147,Content,Inline Internet Online Dienste GmbH
15517,Cable/DSL/ISP,Netstream AG
33211,Content,RisingNet.com
32329,Cable/DSL/ISP,Monkeybrains
33915,Cable/DSL/ISP,Vodafone Libertel B.V.
43561,Cable/DSL/ISP,NET1 LTD
29590,Content,VDX Internet Services
19171,Cable/DSL/ISP,Stargate Connections Inc.
36086,NSP,Digital Realty United States
42093,Content,InterRacks
48920,Non-Profit,Toile-Libre
18779,Enterprise,Energy Group Networks
38759,Educational/Research,Transmedia Indonesia
24958,Cable/DSL/ISP,The Bunker
1424,Content,Motorola Mobility 2
49544,NSP,i3D.net
27970,Content,OnePacket Inc.
31210,Route Server,DTEL-IX Route Servers
271,Educational/Research,BCNET
41471,Content,Netlog N.V.
45012,Content,media:Webline Internet Solutions
39923,Content,Unix-Solutions
38456,NSP,SpeedCast Australia
41653,Content,Aqua Ray
30751,NSP,Eurotel Russia
41075,Content,ATW Internet Kft.
43727,Cable/DSL/ISP,KVANT-TELECOM
17666,NSP,Hitachi Sunway Data Centre Services Sdn Bhd
6910,NSP,DialTelecomRO/AKTA
21159,Content,NovoServe GmbH
49634,Route Server,PITER-IX Riga Route Servers
18403,Cable/DSL/ISP,FPT Telecom
9534,Cable/DSL/ISP,Maxis Communications Bhd
1133,Educational/Research,University Twente
21056,Cable/DSL/ISP,Vianova
38220,Content,IPNG Transit Alliance
48918,NSP,Globalways
29243,Content,MMD Networks Oy
9293,Cable/DSL/ISP,NTTCA/HKNET
9266,Cable/DSL/ISP,Fiveways International Limited
9723,NSP,iseek
4851,Content,Host Networks
33139,Cable/DSL/ISP,Canaca
32098,NSP,Flō Networks
39600,Content,Lixium
31025,NSP,IAG Peering GbR
16096,Content,Betfair
20621,Content,Plusserver GmbH / AS20621
9313,Cable/DSL/ISP,OntheNet
23752,NSP,Nepal Telecom
33864,Content,WDC
13147,Content,NetInfo AD
29676,Cable/DSL/ISP,Gradwell
41349,Cable/DSL/ISP,MVM Technology LLC
9198,NSP,Kazakhtelecom
45483,Content,E3 Networks
29846,NSP,Wired Waters
48237,NSP,Etihad Etisalat (Mobily)
48484,NSP,IGN GmbH
16960,Cable/DSL/ISP,Cablevision Red SA de CV
4761,NSP,Indosat Ooredoo
49854,NSP,Rehwork GmbH
43911,NSP,te3 Networks
17676,NSP,SoftBank Corp.
1406,Content,Motorola Mobility
47328,Content,DigitalOne AG
48072,Cable/DSL/ISP,ALSATIS
20569,NSP,AinaCom Oy
9299,NSP,Philippine Long Distance Company
34087,Cable/DSL/ISP,NTE Bredbånd AS
29737,Cable/DSL/ISP,WideOpenWest Network LLC
36416,Educational/Research,Clackamas ESD
33182,Content,HostDime.com Inc
9908,Cable/DSL/ISP,Hong Kong Cable Television Limited
31449,Cable/DSL/ISP,Belcenter
49625,Content,IC Hosting
37652,Cable/DSL/ISP,PCN - Fibre and Wireless
49835,Non-Profit,Fundació Guifi.net
20893,NSP,SYSTEM-CLINCH Internet Services
36943,Content,1-grid.com
5683,Cable/DSL/ISP,Mad City Broadband
20985,Cable/DSL/ISP,ArtX JSC
49964,NSP,TORNADO
8057,Network Services,Vision Net AS8057
7850,NSP,"CityLink Telecommunications NM, LLC"
26088,Cable/DSL/ISP,Inland Telephone Company
49594,NSP,Altitude Infrastructure
28360,NSP,WKVE Telecom
6734,Content,Spin s.r.l.
26299,Non-Profit,ICANN AS26299
19089,NSP,Scala Data Centers (SGRUSP2 AS)
21864,Cable/DSL/ISP,Bend Broadband
9738,Cable/DSL/ISP,Brennan IT
38858,NSP,The Somerville Group
34171,NSP,Inter.net Germany GmbH
50032,Content,Fotolia
8612,Cable/DSL/ISP,Tiscali
11556,Cable/DSL/ISP,Cable & Wireless Panama
39319,Cable/DSL/ISP,QuestZones (Europe) Ltd
6983,NSP,"Deltacom, Inc."
58119,Content,CIB
33796,Non-Profit,Bolignet-Aarhus
13722,Content,"Default Route, LLC"
9658,NSP,Eastern Telecommunications Philippines Inc.
23655,NSP,2degrees
24321,Cable/DSL/ISP,OCESB
9605,Cable/DSL/ISP,NTT DOCOMO
34123,Cable/DSL/ISP,Netorn LLC
25279,Content,Treml & Sturm Datentechnik GmbH
45942,Cable/DSL/ISP,Sikka Broadband Pvt. Ltd.
29075,NSP,IELO
8529,NSP,Zain Omantel International
12835,Cable/DSL/ISP,Trentino Digitale SPA
28166,Cable/DSL/ISP,Telecom South America
17409,Cable/DSL/ISP,Eftel
10030,Cable/DSL/ISP,Celcom (M)
18121,Cable/DSL/ISP,"Ishikawa Computer Center Co.,LTD(incl)"
44219,Cable/DSL/ISP,Iccom S.r.l.
35260,Content,Internet Unie Services B.V.
34606,Cable/DSL/ISP,BBBell
49249,NSP,"Nominum, Inc. Europe"
49867,Educational/Research,B00B Collective
45411,Cable/DSL/ISP,APCS
20915,Cable/DSL/ISP,100 Percent IT
37986,Cable/DSL/ISP,TULIP Telecom Ltd.
50066,NSP,Serious Tubes Ltd.
12316,NSP,Finanz Informatik Technologie Service
39737,NSP,Prime Telecom
47836,Enterprise,SC Web Software Development SRL
41255,Educational/Research,Alanyhq Networks Limited
2595,Non-Profit,CSP - ICT Innovation
6854,NSP,CJSC Synterra
40616,Non-Profit,Center for American Progress
15692,NSP,razorblue
18915,Enterprise,SurveyMonkey
2593,Educational/Research,VSIX Network
49572,Cable/DSL/ISP,Fujitsu UK&I
23518,Non-Profit,ICANN AS23518
47143,NSP,TDHN
42973,NSP,Metronet UK Ltd
48971,NSP,DATAWIRE AG
42109,NSP,Viva Armenia AS42109
19750,Content,Criteo USA
23829,NSP,NTT BUSINESS SOLUTIONS CORPORATIONS (MEON)
9622,Cable/DSL/ISP,KCT
49375,Cable/DSL/ISP,No One Internet
23783,Cable/DSL/ISP,"Cable Networks Akita Co.,Ltd."
9595,NSP,"NTT-ME (XePhion,WAKWAK)"
17939,Cable/DSL/ISP,MCN Inc.
30295,Cable/DSL/ISP,SmarttNet
4641,Educational/Research,The Chinese University of Hong Kong
38948,Content,WYSIWYG
25369,Content,Hydra Communications Ltd (EU)
28573,Cable/DSL/ISP,Claro S.A. (NET)
23284,Enterprise,Complete Genomics Inc.
31576,NSP,Gixe
81,Educational/Research,MCNC
9797,NSP,NEXON ASIA PACIFIC
15725,NSP,IKS Service
28855,Content,Octopuce-Paris
22652,NSP,Fibrenoire / Vidéotron Affaires AS22652
47541,Content,VK.com
23944,Cable/DSL/ISP,SkyCable Corporation
38955,Content,World4You Internet Services GmbH
17961,Cable/DSL/ISP,"mitene internet Co., Ltd."
49629,Cable/DSL/ISP,UTV Internet
6407,NSP,Primus Telecommunications Canada Inc
766,Educational/Research,RedIRIS/Red.es
42612,NSP,Dinahosting SL
8903,NSP,LYNTIA NETWORKS (Main AS)
17444,Cable/DSL/ISP,Hong Kong Enterprise Solutions Ltd
42708,NSP,Portlane
13826,NSP,Data Centers Canada
4704,Cable/DSL/ISP,Rakuten Communications CORP.
17514,NSP,Otsuka Corporation
24457,Route Server,DE-CIX Delhi Route Servers
7682,NSP,HOTnet
11071,NSP,InfoWest
19148,Content,LiveWorld Inc
28908,Cable/DSL/ISP,Telecom3 Sverige AB
15469,NSP,Warinet Global Services SA
35407,Cable/DSL/ISP,Santa Monica Networks
27822,NSP,MTNSAT AS27822
9120,Content,Keepit DK-CO
50152,Content,Escapenet GmbH
2484,Non-Profit,FR-NIC-DNS-ANYCAST (AFNIC > NIC-FR > Anycast DNS)
40867,Cable/DSL/ISP,Netflash Internet Solutions
5407,Cable/DSL/ISP,SkyNet a.s. (CZ)
56308,Cable/DSL/ISP,Telekomunikasi Indonesia International Singapore
18077,Cable/DSL/ISP,"Yamaguchi Cable Vision Co.,ltd."
21581,Content,M5 Computer Security / M5Hosting
28580,Cable/DSL/ISP,FasterNet
42610,Cable/DSL/ISP,Rostelecom MRB Moscow
44237,NSP,Rostelecom MRB Center
49766,Cable/DSL/ISP,Bitbuzz-ltd
45474,NSP,Nexusguard
50469,Cable/DSL/ISP,HessenKom GmbH & Co KG
1930,Educational/Research,FCCN - Fundacao para a Computacao Cientifica Nacional
32869,NSP,Silver Star Telecom
1547,Cable/DSL/ISP,JSC InterDnestrCom (IDC)
23700,Cable/DSL/ISP,First Media
18092,Cable/DSL/ISP,Q-shu Tele Communications
17824,Cable/DSL/ISP,Pacific One Net Ltd
9957,NSP,KINX
45671,NSP,Servers Australia AS45671
10835,Cable/DSL/ISP,"Visionary Communications, Inc."
8544,Cable/DSL/ISP,PrimeTel Telecom
45629,NSP,"Jastel Network Co.,LTD (Thailand)"
39451,Content,Melbourne Server Hosting
47377,Cable/DSL/ISP,Orange Belgium SA
1408,Content,CCBill
15614,Cable/DSL/ISP,Dragon Internet a.s.
50087,NSP,Ouvanet
12684,Cable/DSL/ISP,SES ASTRA
12310,NSP,iNES Group
38149,NSP,BakrieTelecom
39093,Cable/DSL/ISP,Westnet.ie
8683,Non-Profit,Nominet
23028,Educational/Research,Team Cymru
9503,NSP,FX Networks
25478,NSP,iHome
7522,NSP,"STNet, Incorporated"
12189,Content,PhoenixNAP
18734,Cable/DSL/ISP,Bestel
22995,Cable/DSL/ISP,Xplore Inc.
2499,Educational/Research,IPv6 Promotion Council Japan
25151,Content,CYSO
41313,NSP,Novatel
11030,Enterprise,Qualcomm Inc
42004,Cable/DSL/ISP,VoIP Unlimited
15211,Content,Square AS15211
16164,NSP,Sohonet Ltd
49813,Content,Innova Distribution LLC
30727,Enterprise,syslink operations AG
37179,NSP,SEACOM Managed Services SA
8262,NSP,EVOLINK AD
1835,Educational/Research,Forskningsnettet
43100,Route Server,France-IX Lyon/AURA Route Servers
9892,Content,ICONZ-Webvisions Pte Ltd
33470,Cable/DSL/ISP,DirectLink.
8283,Non-Profit,Netwerkvereniging ColoClue
8674,Non-Profit,Netnod
8530,Cable/DSL/ISP,Wavenet Limited - AS8530
